,GameId,index,Unnamed: 0,Joueurs,Résultat,Précision,Coups,Date,Unnamed: 6,Link,Countries_w,Countries_b
633,a1293c4b976c76492781127a1c2ffe55c7e44fb7,33,5 min,sorodax  (501)  alexkreitzberg  (579),1  0,68.5  64.1,17,12 févr. 2022,,https://www.chess.com/game/live/38392406723,'Comoros','United States'
634,ef82f9cec19a08f8e1df79026923087b9366e547,34,5 min,lainiwaruka  (601)  sorodax  (491),1  0,87.3  76,34,11 févr. 2022,,https://www.chess.com/game/live/38349932625,'Turkey','Comoros'
635,871667f3c30af1b853f14fadeb4b06b23ec9e520,35,5 min,Federico9292  (466)  sorodax  (497),0  1,61.7  80.8,22,11 févr. 2022,,https://www.chess.com/game/live/38349801983,'Italy','Comoros'
636,020ab057792fd486304370dae3d9e83b19b9e3ed,36,1 min,sorodax  (498)  vodela3116  (510),1  0,78.4  66,26,11 févr. 2022,,https://www.chess.com/game/live/38333642879,'Comoros','India'
637,7908255519436acebb8e037850c719111407225e,37,5 min,sorodax  (489)  F4RR0N  (481),1  0,Analyser,24,11 févr. 2022,,https://www.chess.com/game/live/38333049271,'Comoros','United States'
638,da8fa614c2daac4ba0aad617dec92dc30374dc49,38,1 min,sorodax  (489)  VrickPL  (525),0  1,Analyser,32,11 févr. 2022,,https://www.chess.com/game/live/38327066213,'Comoros','Poland'
639,8ca8ec4db18b10085922bf7cdf7e9afcce49da95,39,10 min,oberzelgli  (900)  sorodax  (938),0  1,70.1  77.3,38,11 févr. 2022,,https://www.chess.com/game/live/38319920835,'Switzerland','Comoros'
640,e33bfca71833321149fe7699af385a8caf3f507c,40,3 min,sorodax  (481)  jonastrom  (488),0  1,77.1  74.7,25,11 févr. 2022,,https://www.chess.com/game/live/38309688915,'Comoros','Denmark'
641,7b9b27c5ef7d89b3a6638d6748371d2790be023d,41,10 min,sorodax  (931)  2pairamedic5  (954),1  0,70.3  65.5,42,10 févr. 2022,,https://www.chess.com/game/live/38266419467,'Comoros','United States'
642,e7aaca21a9684d6928a3f03e94eb4a7e9a2dc4b0,42,10 min,GuateVet  (904)  sorodax  (922),0  1,61.7  72.9,34,10 févr. 2022,,https://www.chess.com/game/live/38265212467,'Guatemala','Comoros'
643,a19007bc4f78c7b2da89a7f18115b2d4afcdbdeb,43,1 min,Easyrankup  (545)  sorodax  (496),1  0,Analyser,26,10 févr. 2022,,https://www.chess.com/game/live/38232268975,'Poland','Comoros'
644,26b7bbcaf715761ea027714b7e47b733e5a9d581,44,3 min,abhiseksa  (457)  sorodax  (489),0  1,76.3  68.3,45,10 févr. 2022,,https://www.chess.com/game/live/38231701521,'United States','Comoros'
645,417f95725a8cc5a18e1a827b267d6ccc6bb28058,45,3 min,sorodax  (481)  Samiran_Sarkar  (528),1  0,53.9  55.3,35,10 févr. 2022,,https://www.chess.com/game/live/38231613257,'Comoros','India'
646,b9b6439ee92173a50416d12080752a03b9b7520c,46,3 min,omsk31  (509)  sorodax  (471),1  0,Analyser,42,10 févr. 2022,,https://www.chess.com/game/live/38231002923,'Unknown','Unknown'
647,8167411a52b5e36cc931c31f36f90d2244324ae6,47,1 min,sorodax  (503)  mylesp4207  (464),1  0,35.7  37.7,24,10 févr. 2022,,https://www.chess.com/game/live/38230478701,'Comoros','Canada'
648,367ceafedec8adbca752d2a52efebe459a005b96,48,1 min,sorodax  (496)  jgyllenhaalslickers  (494),0  1,60.7  82.2,18,10 févr. 2022,,https://www.chess.com/game/live/38229813673,'Comoros','United States'
